,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
229,227,TAYLOR PL,,400,400 Blk Taylor Pl.,SUNRISE RD,END,2,Two-way,No sidewalks adjacent to the street,28.0,28.0,50.0,NO,Local Road,NONE,CITY ST,333.319802198677,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/12/1970 BKPG 488-175,5,272.0,137.974896611724,"LINESTRING (-76.52079455537728 42.44259745262901, -76.52080203195173 42.44276381828075, -76.52084927720053 42.44322245155622, -76.52086612656191 42.443510419473974)",0.04060023286649221,1,0,0,0,1
230,228,HOPPER PL,,100,100 Blk Hopper Pl.,HECTOR ST,WESTFIELD DR,2,Two-way,No sidewalks adjacent to the street,21.5,21.5,40.0,NO,Local Road,NONE,CITY ST,540.440218267072,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1951 BKPG 342-83 and 86,5,273.0,222.925332410472,"LINESTRING (-76.51684702488348 42.444504781369965, -76.51713304340866 42.44446961670961, -76.5172358642208 42.44446367288977, -76.51730603453541 42.444458225143435, -76.51737273058869 42.444452946410664, -76.51743757896922 42.44444303727099, -76.51750265950209 42.444433127327656, -76.51756889722783 42.4444232171109, -76.51763398237857 42.44440884794496, -76.51770347126032 42.444390022112636, -76.51778777589533 42.444375320849666, -76.51786952907578 42.44436524917427, -76.51796401780875 42.44435501274781, -76.51824353382476 42.44433784926594, -76.51835862676229 42.444331740350734, -76.5186115038255 42.44432382308257, -76.51870784030235 42.44431804623682, -76.51876665817194 42.44431739335786, -76.51881785827497 42.44429409739625)",0.0001995347994516286,1,0,0,0,1
231,229,WARREN PL,,200,200 Blk Warren Pl.,HOOK PL,CLIFF PARK RD,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,50.0,NO,Local Road,NONE,CITY ST,858.78727551151,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"6/11/70, 2/27/54, 6/12/53 BKPG 488-177, 394-343, 359-148.",5,274.0,355.474612367577,"LINESTRING (-76.52388461133962 42.43950340991687, -76.52401604842055 42.44130720888903, -76.52405316143087 42.44172999054143, -76.52407025927461 42.441855854084835)",0.24564500476164236,1,0,0,0,1
232,230,WARREN PL,,300,300 Blk Warren Pl.,CLIFF PARK RD,SUNRISE RD,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,50.0,NO,Local Road,NONE,CITY ST,727.05038856376,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"6/11/70, 2/27/54, 6/12/53 BKPG 488-177, 394-343, 359-148.",5,275.0,300.934062256852,"LINESTRING (-76.52407025927461 42.441855854084835, -76.52407086887523 42.44186034506296, -76.52409317356772 42.442026717286886, -76.52410345741902 42.44217061647316, -76.52412179552769 42.442368543710984, -76.52413213035793 42.442458419018216, -76.52414200751683 42.442543834034296, -76.52415809386244 42.44267418678644, -76.52417256295412 42.44280008044703, -76.52417532802326 42.442815860411784, -76.52419882542486 42.44294381589455, -76.52422350156334 42.443051534288614, -76.52423503728446 42.44309647476572, -76.52425165475896 42.44315479531575, -76.52426180116174 42.443199735073314, -76.5242728781665 42.44324004510175, -76.52429802185401 42.44334330456352, -76.52434533532904 42.44350934746059, -76.52440582358437 42.44370215111408, -76.52444460833176 42.44382771330278)",0.7162598103288959,1,0,0,0,1
233,231,RICHARD PL,,200,200 Blk Richard Pl.,CLIFF PARK RD,END,2,Two-way,No sidewalks adjacent to the street,24.0,24.0,50.0,NO,Local Road,NONE,CITY ST,354.412404867475,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1957 BKPG 394-346,5,276.0,146.702589714886,"LINESTRING (-76.52512733721515 42.44048643541896, -76.52515988935183 42.441341582173344, -76.52516880513534 42.44145845197997)",0.6734986304943952,1,0,0,0,1
234,232,RICHARD PL,,300,300 Blk Richard Pl.,CLIFF PARK RD,SUNRISE RD,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,876.854332061136,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,6/11/70 BKPG 1188-488-177,5,277.0,362.88077487907,"LINESTRING (-76.52516880513534 42.44145845197997, -76.52516881233426 42.44145855371669, -76.52517838356731 42.44162509123591, -76.52518247255834 42.44171050323841, -76.52518973672292 42.44186794931748, -76.52519242785263 42.441962621924006, -76.52520338031346 42.442138078431974, -76.52520862654298 42.44222349101274, -76.5252086313451 42.442223555836286, -76.52521846344271 42.44235401331093, -76.52522651343004 42.442412329383586, -76.5252380289961 42.44247973657163, -76.52525372101012 42.442538056513705, -76.52527705932744 42.44259175011791, -76.52529439365205 42.442627603168425, -76.52533092077387 42.44269022174176, -76.52536698622666 42.442752668113364, -76.52541162822335 42.442806201403044, -76.52544076349398 42.442850806740196, -76.52553372696073 42.44298462910863, -76.52559547596837 42.44306938411125, -76.52561836696835 42.44310506885272, -76.52564681096999 42.44314693059406, -76.5256486609278 42.4431496756184, -76.52567987570687 42.44319891394645, -76.5257071476708 42.4432570676866, -76.52572539110693 42.44331075863161, -76.52574732410422 42.443382631044486, -76.52576023808972 42.44344094951251, -76.52577198960637 42.443503726546226, -76.5257753936108 42.44358021985284, -76.52577647655674 42.44366134310028, -76.52577977334761 42.44378061917468)",0.00992183248547239,1,0,0,0,1
235,233,CLIFF PARK RD,,200,200 Blk Cliff Park Rd.,TAYLOR PL,WARREN PL,2,Two-way,No sidewalks adjacent to the street,28.0,28.0,50.0,NO,Local Road,NONE,CITY ST,1131.15297748869,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"6/12/1970 BKPG 481-723, 481-726",5,278.0,466.978679590969,"LINESTRING (-76.52064176281581 42.44070376960821, -76.52072073660439 42.4406892343183, -76.52077121524985 42.44068857585487, -76.52108936534493 42.44068874904581, -76.52116346245462 42.44068776021974, -76.52148382262511 42.440692550219424, -76.52148485091305 42.440692565178956, -76.52153648791283 42.440691907003426, -76.52160664368012 42.44069537491972, -76.52166753394866 42.44070363997461, -76.5217233289096 42.440711902258805, -76.52177518498682 42.44072462155428, -76.5218311988891 42.44074643241996, -76.521907339869 42.440785919603435, -76.52195546340344 42.4408259067061, -76.52200089290679 42.440870211054595, -76.5220010361977 42.440870351577075, -76.5220283289511 42.44090140829437, -76.52206115690244 42.44095510764298, -76.52209187984266 42.44103110162392, -76.5221156636013 42.44109834463925, -76.5221311389572 42.441138656337756, -76.52214730838061 42.441178969304715, -76.52217410737914 42.44124175476232, -76.5221967604931 42.44128189922452, -76.52222404468843 42.44132204615076, -76.52225595564332 42.44136665468864, -76.52228902934436 42.44140680468337, -76.52232488500101 42.44144232594005, -76.52236051840019 42.44146892786087, -76.52239661510185 42.44149535896105, -76.52248501285746 42.441552860838414, -76.52258013986032 42.441596473787015, -76.52269702875272 42.441644557322455, -76.52277156414125 42.44167049456217, -76.5228250315302 42.44169230359341, -76.52292294174818 42.44173163052885, -76.52299376802284 42.44176219587754, -76.52305209897956 42.44178383630675, -76.52313149793042 42.441809775869295, -76.52323914692707 42.44183538627773, -76.52332203166166 42.44184777812125, -76.5233720394347 42.44185620852764, -76.52345678090578 42.441864142092165, -76.523527174491 42.44186314980402, -76.52358204874399 42.44186695154883, -76.52377331668959 42.441864306991334, -76.52386385629292 42.44186315300581, -76.52392730306984 42.441862328823916, -76.52407086887523 42.44186034506296)",0.08325491073397173,1,0,0,0,1
236,234,RICHARD PL,,400,400 Blk Richard Pl.,DRIVEWAY #408,WARREN PL,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,500.617935277089,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1/27/1972 BKPG 500-529 (McPherson),5,279.0,207.148877697555,"LINESTRING (-76.52580078270259 42.44441719535582, -76.52580078926049 42.44442198491733, -76.5258048009781 42.444592978658214, -76.5258067126054 42.44478215095343, -76.52580717604886 42.44503426468667, -76.52581294151666 42.44531330882581, -76.52581400112328 42.445421357991954, -76.52580376663792 42.44547108952842, -76.52576689271798 42.44553006900006, -76.5257342128405 42.445562123711774, -76.52565404668877 42.445608218903054, -76.52550831032083 42.44569561341841)",0.0,1,0,0,0,1
237,235,WARREN PL,,400-500,400-500 Blk Warren Pl.,SUNRISE RD,RICHARD PL,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,50.0,NO,Local Road,NONE,CITY ST,748.936620603483,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1/27/1972 BKPG 500-529,5,280.0,309.836488302467,"LINESTRING (-76.52444460833176 42.44382771330278, -76.52450461426784 42.44404298435679, -76.52458287881286 42.44429410989312, -76.52463111706325 42.444464611369, -76.52464936409103 42.44451384332501, -76.52466669442606 42.444554155607044, -76.52474294804352 42.44472878840167, -76.524761204759 42.44476910114133, -76.5247965755314 42.444831547314735, -76.52483309635369 42.444903084320075, -76.52486477571031 42.44495232309211, -76.52489252218776 42.44499692874388, -76.52492258022572 42.44504599471662, -76.52495056188435 42.4450861413232, -76.52498524704724 42.44513983984108, -76.52503266523908 42.4451976618634, -76.52506828522424 42.4452422714748, -76.52510320995044 42.44528688072158, -76.52513837240207 42.445326859872424, -76.52517145721745 42.44535791875782, -76.52519991176884 42.44538914814163, -76.52523160312059 42.445424665452634, -76.52528781721962 42.44548695097438, -76.52532992161605 42.44553139182954, -76.52537434175427 42.44557583474012, -76.52550740302472 42.44569480269731)",0.0,1,0,0,0,1
238,236,WARREN PL,,500,500 Blk Warren Pl.,RICHARD PL,LAMBETH WAY,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,50.0,NO,Local Road,NONE,CITY ST,436.727008422404,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1/27/1972 BKPG 500-529,5,281.0,180.701586002623,"LINESTRING (-76.52550740302472 42.44569480269731, -76.52550831032083 42.44569561341841, -76.52565291930794 42.44582877564135, -76.5257378273186 42.44591319916455, -76.5257787749203 42.4459578112263, -76.52581439602152 42.44600224954496, -76.52586365035579 42.44607825084526, -76.52589138158639 42.44614086479234, -76.5259084657557 42.44619918530518, -76.52591628876463 42.44625304202719, -76.52592151684452 42.446361093262425, -76.52594851942582 42.44680406422655)",0.0,1,0,0,0,1
239,237,WARREN PL,,600,600 Blk Warren Pl.,LAMBETH WAY,HECTOR ST,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,50.0,NO,Local Road,NONE,CITY ST,759.389765098613,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1/27/1972 BKPG 500-529,5,282.0,314.271633046447,"LINESTRING (-76.52594851942582 42.44680406422655, -76.5259486679301 42.446806508595145, -76.52595802220995 42.446959496382824, -76.52598800620473 42.447346258125066, -76.52601210188995 42.44784123653329, -76.52602141942384 42.44803487156833, -76.52602740370087 42.44807517794675, -76.52603361173007 42.44812474664379, -76.52606729132519 42.44826831418163, -76.5260996470173 42.44834001971544, -76.52614150127236 42.4484069278197, -76.52617596657366 42.44845153648594, -76.52620626633676 42.4484916839181, -76.5262335604219 42.448527199641845, -76.52634336123265 42.44864452905132, -76.52649937081908 42.44878951394179)",0.0,1,0,0,0,1
240,238,WESTWOOD KNOLL,,000-200,<100-200 Blk Westwood Knoll,N TAYLOR PL,END,2,Two-way,No sidewalks adjacent to the street,28.0,28.0,50.0,NO,Local Road,NONE,CITY ST,1070.15656073162,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,,5,284.0,442.533923001623,"LINESTRING (-76.52359029865495 42.44878311101879, -76.52364469576625 42.44905257520118, -76.5236536799352 42.44910197350809, -76.52369841083957 42.449308490493976, -76.52374544079761 42.44953301629258, -76.52375720110078 42.449586875177005, -76.52377657333221 42.44967212399696, -76.52381160822432 42.44984724989911, -76.52382952391166 42.4499379843295, -76.5238471020995 42.450027006225184, -76.52385423810564 42.45007194440256, -76.52385557772003 42.45012596982009, -76.52384904522643 42.45017553110588, -76.52383625735702 42.45022972024618, -76.52380770865035 42.45029762255128, -76.52377107806213 42.45033859291683, -76.52374001093168 42.450375107917004, -76.52370478383685 42.45040253049676, -76.52366608336426 42.450430122313236, -76.52359356531885 42.45046267061036, -76.52349974108462 42.45049537969801, -76.52344600493994 42.45050512700668, -76.52338023235386 42.45050595060393, -76.52332442848416 42.45049768913484, -76.52327071255897 42.45048496958659, -76.52321839060089 42.4504676205427, -76.52316954185859 42.45045027239759, -76.52310149345847 42.450410618414786, -76.52300930695935 42.450345358191335, -76.52296402469194 42.450313302864956, -76.52279068973826 42.45018509629899, -76.52275528219937 42.45015849377104, -76.52271686882587 42.450127602452056, -76.52266827005539 42.45009224658397, -76.52249445588501 42.44998187589709, -76.52243590398415 42.44994222745603, -76.52237271061028 42.44991149390906, -76.52232895876757 42.44989397705904)",0.0,1,0,0,0,1
241,239,N TAYLOR PL,,500,500 Blk N Taylor Pl.,WESTWOOD KNOLL,END,2,Two-way,No sidewalks adjacent to the street,32.0,32.0,55.0,NO,Local Road,NONE,CITY ST,419.352713781433,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Not known BKPG Not known,5,285.0,173.587995231127,"LINESTRING (-76.52224066748975 42.44876044695265, -76.5222568257762 42.44881430834196, -76.52228015503069 42.44887709184254, -76.52231824768859 42.448998196021336, -76.52233602345163 42.4490565174053, -76.522355874222 42.449123758183745, -76.5223681007456 42.449173158315496, -76.52237709274108 42.449213467376055, -76.5223892757412 42.44930780196193, -76.52239570335253 42.449366289255444, -76.5224021441081 42.44941122625842, -76.5224041622545 42.4494788014558, -76.52240365105445 42.44952836586498, -76.5224019825453 42.449577930558874, -76.52238355136971 42.44971769830671, -76.52235659552524 42.4498126980933, -76.52232905386029 42.44989369801909)",0.0007663346004657436,1,0,0,0,1
249,247,N QUARRY ST,,100,100 Blk N Quarry St.,E STATE ST,E SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street and west side partial,24.3,24.3,66.0,NO,Local Road,NONE,CITY ST,738.544673407992,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,295.0,305.700715819743,"LINESTRING (-76.4885148001246 42.438685021257875, -76.48855157573082 42.4394537854288, -76.48855161461323 42.43945460022666, -76.48861085058148 42.44071007518201, -76.48861086830802 42.440710411006066)",13.482743330613744,0,0,1,0,3
250,248,COOK ST,,100,100 Blk Cook St.,BLAIR ST,EDDY ST,2,Two-way,Sidewalks adjacent to both sides of the street,29.9,29.9,66.0,NO,Local Road,NONE,CITY ST,392.858874769068,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1908 BKPG 169-89,2,296.0,162.021746016744,"LINESTRING (-76.48593029641613 42.439592180654564, -76.486280675432 42.43956057773261, -76.48647935294159 42.43955354251991, -76.48687785370389 42.43954839033383, -76.48738241742494 42.43953269222162)",3.969050793643551,1,0,0,0,1
251,249,BLAIR ST,,100,100 Blk Blair St.,MITCHELL AVE,COOK ST,2,Two-way,Sidewalks adjacent to both sides of the street,29.9,29.9,60.0,NO,Local Road,NONE,CITY ST,784.325439800742,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1913 BKPG 182-69,2,297.0,324.644913146297,"LINESTRING (-76.48585745273736 42.437440744373916, -76.48588021208991 42.43799421398481, -76.48588994532948 42.438286812346156, -76.48589981245411 42.43849382888156, -76.4859053304346 42.43862730482026, -76.48590539252284 42.43862880926384, -76.48593084730672 42.43923647781762, -76.48593029641613 42.439592180654564)",5.985071696268183,0,1,0,0,2
252,250,BOOL ST,,100,100 Blk Bool St.,LINDEN AVE,COLLEGE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,17.8,17.8,35.0,NO,Local Road,NONE,CITY ST,266.939974972902,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,2,298.0,110.08875654708,"LINESTRING (-76.48415703763625 42.43934489175661, -76.4851455409851 42.439323103930896)",4.177470371168958,1,0,0,0,1
253,251,CATHERINE ST,,100,100 Blk Catherine St.,COLLEGE AVE,EDDY ST,2,Two-way,Sidewalks adjacent to both sides of the street,14.4,14.4,25.0,NO,Local Road,NONE,CITY ST,599.559624970971,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1904 BKPG 158-365,2,299.0,247.268495339073,"LINESTRING (-76.48518867772734 42.44031770595473, -76.48581064620281 42.44030057211939, -76.48640389465544 42.440288382948914, -76.48740862755272 42.44026195912621)",6.69441201917237,0,1,0,0,2
254,252,DELAWARE AVE,,100,100 Blk Delaware Ave.,MITCHELL ST,OXFORD PL,2,Two-way,Sidewalks adjacent to both sides of the street,26.3,26.3,50.0,NO,Local Road,NONE,CITY ST,571.86634627628,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,301.0,236.703436970484,"LINESTRING (-76.48321398445535 42.437578586022724, -76.48323610968878 42.437933966638525, -76.48323485214942 42.43799707973933, -76.48321492937433 42.438294454592814, -76.48321488450637 42.43829515318158, -76.48320970632564 42.43837557190182, -76.48320591565309 42.43842959341906, -76.48319259759252 42.43865048235964, -76.48319042708133 42.438704504388824, -76.48318231473529 42.43914595450789, -76.48318230148398 42.43914664322091)",5.830096328853828,0,1,0,0,2
255,253,OXFORD PL,,100,100 Blk Oxford Pl.,BRYANT AVE,DELAWARE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24.25,24.25,50.0,NO,Local Road,NONE,CITY ST,437.854483430728,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,302.0,180.641473565318,"LINESTRING (-76.48164536717785 42.4394924703725, -76.48170431059158 42.439460459588744, -76.48181037734561 42.439431529009354, -76.48195376712196 42.43941396784273, -76.48212305278709 42.43939833888617, -76.48227914684595 42.439378238897014, -76.48235348944736 42.43936835706543, -76.4825114428683 42.43934379924343, -76.48258556065713 42.43932928685348, -76.48277433959522 42.43928623311564, -76.48284892747142 42.439267260913, -76.4830310190868 42.43920636427228, -76.48318231473529 42.43914595450789)",5.424985025985257,0,1,0,0,2
256,254,IRVING PL,,100,100 Blk Irving Pl.,IRVING PL. (BRANCH),DELAWARE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24.1,24.1,50.0,NO,Local Road,NONE,CITY ST,579.52389508008,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,303.0,239.061058393415,"LINESTRING (-76.48114732092455 42.438711448583184, -76.48168534505854 42.43858849935805, -76.48235014483073 42.43842266852741, -76.48242426129625 42.438408327293914, -76.48258198876127 42.43837913896036, -76.4826563301341 42.43836925692939, -76.4827577691847 42.43835442450497, -76.48286036528705 42.43833959300484, -76.48293470656826 42.43832971169345, -76.4830065005394 42.43831965524802, -76.48321492937433 42.438294454592814)",5.374405916157367,0,1,0,0,2
257,255,BRYANT AVE,,200,200 Blk Bryant Ave.,ITHACA RD,DELAWARE,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,26.0,26.0,60.0,NO,Local Road,NONE,CITY ST,1121.8656396059,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,304.0,463.256115161074,"LINESTRING (-76.47995936659616 42.438991472254706, -76.48024341271196 42.43901347194375, -76.48048938981906 42.439029476837256, -76.48066940733689 42.439058489911424, -76.48080730487882 42.43909552446769, -76.48098621321195 42.4391662457561, -76.48098930456493 42.43916746751371, -76.48139535580499 42.43935152072693, -76.48164297003646 42.43949111870588, -76.48164536717785 42.4394924703725, -76.4823740327748 42.439984940305436, -76.48241080704678 42.44001138459816, -76.48244781201382 42.44003800103808, -76.48255743094653 42.44012213535557, -76.48288097160992 42.44037007386013, -76.483013718442 42.440471893559156, -76.48310699037718 42.44055159979946, -76.48310713846527 42.44055172597006, -76.48329287545457 42.44067554441571)",16.428795840042817,0,0,0,1,4
