OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
310,LINN ST, ,500,500 Blk Linn St.,HOUSE #521,KING ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,206.774148024622,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,370,85.6024588961061
311,N AURORA ST, ,900,900 Blk N Aurora St.,KING ST,QUEEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,400.076912418652,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,371,165.629521740264
312,N AURORA ST, ,800,800 Blk N Aurora St.,E TOMPKINS ST,KING ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Minor Arterial,NONE,CITY ST,666.966349164491,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,372,276.113887549766
313,N TIOGA ST, ,900-1000,900-1000 Blk N Tioga St.,E JAY ST,QUEEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Collector,NONE,CITY ST,222.87547015397,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See #280,1,373,92.2694790789954
314,N TIOGA ST, ,900,900 Blk N Tioga St.,KING ST,E JAY ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Collector,NONE,CITY ST,163.099806215623,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See #280,1,374,67.52178650283
315,N TIOGA ST, ,900,900 Blk N Tioga St.,E LEWIS ST,KING ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Collector,NONE,CITY ST,251.957585116664,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See #280,1,375,104.307633669765
316,HECTOR ST,NYS STATE ROUTE 79,700,700 Blk Hector St.,VINEGAR HILL RD,N TAYLOR PL,2,Two-way,No sidewalks adjacent to the street,30,30,0,YES,Minor Arterial,ALL CITY,CITY ST,960.114862030692,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,Unknown,5,376,396.946663128888
317,CLIFF ST,NYS STATE ROUTE 96,200-500,200-500 Blk Cliff St.,BRIDGE,BEFORE HOUSE # 607,2,Two-way,Sidewalks adjacent to the east side of the street only,24.4,24.4,49.5,YES,Minor Arterial,ALL CITY,CITY ST,1974.91280536005,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,,5,377,817.424160112494
318,HECTOR ST,NYS STATE ROUTE 79,100-200,100-200 Blk Hector St.,BRIDGE,SUNRISE RD,2,Two-way,Sidewalks adjacent to the east side of the street only,28,28,57.75,YES,Minor Arterial,ALL CITY,CITY ST,1026.90869881679,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,5,378,424.803256976503
319,HECTOR ST,NYS STATE ROUTE 79,300-600,300-600 Blk Hector St.,HOPPER PL,VINEGAR HILL RD,2,Two-way,Sidewalks adjacent to the east side of the street and partial,25.4,25.4,57.75,YES,Minor Arterial,ALL CITY,CITY ST,1651.2023907815,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,5,379,683.296723552444
320,N MEADOW ST,NYS ROUTE 13/34N,500,500 Blk N Meadow St.,ESTY ST,CASCADILLA ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,396.980871389528,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned (1965),5,380,164.329991415091
321,N MEADOW ST,NYS ROUTE 13/34N,300,300 Blk N Meadow St.,W BUFFALO ST,W COURT ST,3,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,469.56795650222,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,5,382,194.3709896779
322,N FULTON ST,NYS ROUTE 13/34S,300,300 Blk N Fulton St.,W BUFFALO ST,W COURT ST,3,One-way,Sidewalks adjacent to the east side of the street only,29.8,29.8,66,YES,Principal Arterial, ,NYS DOT,475.907971198328,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,383,196.995191056361
323,N FULTON ST,NYS ROUTE 13/34S,400,400 Blk N Fulton St.,W COURT ST,ESTY ST,3,One-way,Sidewalks adjacent to both sides of the street,0,0,0,YES,Principal Arterial, ,NYS DOT,331.67022122672,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,384,137.292678852577
324,N FULTON ST,NYS ROUTE 13/34S,500,500 Blk N Fulton St.,ESTY ST,CASCADILLA ST,3,One-way,Sidewalks adjacent to both sides of the street,0,0,0,YES,Principal Arterial, ,NYS DOT,462.815952751454,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,385,191.431140768037
325,N FULTON ST,NYS ROUTE 13/34S,600,600 Blk N Fulton St.,CASCADILLA ST,STATE ROUTE 13 NB,3,One-way,No sidewalks adjacent to the street,0,0,0,YES,Principal Arterial, ,NYS DOT,761.733935578593,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,386,314.963537641479
326,W CLINTON ST WB LANE,NYS STATE ROUTE 96B,600,600 Blk W Clinton St.,S MEADOW ST,S MEADOWN ST,3,Two-way,Sidewalks adjacent to the north side of the street only,40,40,0,NO,Local Road,NONE,CITY ST,104.929392450001,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,,3,387,43.3066341277841
327,S MEADOW ST,NYS ROUTE 13/34/96N,100,100 Blk S Meadow St.,W GREEN ST,W STATE ST,4,One-way,Sidewalks adjacent to both sides of the street,48,48,66,YES,Principal Arterial, ,NYS DOT,331.386039460929,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,5,389,137.166516764435
328,N FULTON ST,NYS ROUTE 13/34S,200,200 Blk N Fulton St.,W SENECA ST,W BUFFALO ST,3,One-way,Sidewalks adjacent to the east side of the street only,30.4,30.4,66,YES,Principal Arterial, ,NYS DOT,327.981681512914,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131 -117,5,390,135.760724761421
329,N FULTON ST,NYS ROUTE 13/34S,100,100 Blk N Fulton St.,W STATE ST,W SENECA ST,3,One-way,Sidewalks adjacent to the east side of the street only,32,32,66,YES,Principal Arterial, ,NYS DOT,312.984884394198,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,391,129.547945787988
330,S FULTON ST,NYS ROUTE 13/34/96S,200,200 Blk S Fulton St.,S MEADOW ST,W GREEN ST,2,One-way,Sidewalks adjacent to both sides of the street,26.45,26.45,50,YES,Principal Arterial, ,NYS DOT,763.747891338505,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1888 BKPG 132-382,5,392,315.629738432613
331,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,800,800 Blk E State St.,STATE ROUTE 366,EDDY ST,3,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,YES,Minor Arterial, ,CITY ST,473.211821989141,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,,2,393,179.607909428587
332,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,700,700 Blk E State St.,EDDY ST,N QUARRY ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,YES,Minor Arterial, ,CITY ST,368.848067964828,Asphalt,,FIRE,CITYST,NYSRteCityPaves,YES,,2,395,166.176286093269
333,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,600,600 Blk E State St.,STEWART AVE,N QUARRY ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,YES,Minor Arterial, ,CITY ST,386.493193659507,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,,2,396,159.583837071314
334,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,500,500 Blk E State St.,SCHYULER PL,STEWART AVE,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,YES,Minor Arterial, ,CITY ST,654.5382144697,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,,3,398,269.938046129384
335,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST/79,400,400 Blk E State St.,E GREEN ST,SCHYULER PL,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,YES,Minor Arterial, ,CITY ST,482.245768146921,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,,3,400,198.896505143874
336,E SENECA ST, ,400,400 Blk E Seneca St.,SCHUYLER PL,PARKER ST,1,One-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,548.431445855519,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131 - 117,3,402,226.183714605031
337,E SENECA ST, ,500-600,500-600 Blk E Seneca St.,STEWART AVE,SCHUYLER PL,1,One-way,Sidewalks adjacent to both sides of the street,30.25,30.25,66,NO,Local Road,NONE,CITY ST,651.118209092796,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,403,268.533922186966
338,E SENECA ST, ,800,800 Blk E Seneca St.,EDDY ST,N QUARRY ST,1,One-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,318.965417507658,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131 - 117,2,404,131.547596006082
339,E SENECA ST, ,300,300 Blk E Seneca St.,PARKER ST,E SENECA ST STATE ROUTE 79 WB,1,One-way,Sidewalks adjacent to both sides of the street,30.1,30.1,66,NO,Local Road,NONE,CITY ST,326.101584278311,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,Unknown,3,405,134.491018382541
340,E SENECA ST,NYS ROUTE 79W,100,100 Blk E Seneca St.,N TIOGA ST,N CAYUGA ST,2,One-way,Sidewalks adjacent to both sides of the street,46,46,66,YES,Minor Arterial,MILLPAVE,NYS DOT,593.475356891426,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,406,244.760291201803
341,E STATE ST / M.L.K. JR ST, ,300,300 Blk E State St.,SENECA WAY 1 LANE,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,40,40,0,NO,Minor Arterial,NONE,CITY ST,380.782077223556,"Brick, Block","Curbed, Granite",NO,CITYST,CITY-ALL,NO,,3,407,157.051797767694
342,W SENECA ST,NYS ROUTE 79W,100,100 Blk W Seneca St.,N CAYUGA ST,N GENEVA ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,468.759734221616,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,3,408,193.325187780203
343,E GREEN ST,NYS ROUTE 79E,100,100 Blk E Green St.,S TIOGA ST,S CAYUGA ST,3,One-way,Sidewalks adjacent to both sides of the street,46,46,66,YES,Minor Arterial,MILLPAVE,NYS DOT,601.132938586063,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,409,247.91125053104
344,W GREEN ST,NYS ROUTE 79E,100,100 Blk W Green St.,S CAYUGA ST,S GENEVA ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,YES,Minor Arterial,MILLPAVE,NYS DOT,463.418389102866,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,410,191.116975705626
345,W SENECA ST,NYS ROUTE 79W,600,600 Blk W Seneca St.,N MEADOW ST,N FULTON ST,2,One-way,Sidewalks adjacent to both sides of the street,30.7,30.7,66,YES,Minor Arterial,MILLPAVE,NYS DOT,595.256820512595,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 181-117,5,411,245.49396032745
346,W GREEN ST,NYS ROUTE 79E,700,700 Blk W Green St.,S MEADOW ST,S FULTON ST,2,One-way,Sidewalks adjacent to both sides of the street,30.35,30.35,66,YES,Minor Arterial,MILLPAVE,NYS DOT,475.561692660184,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,412,196.124032537464
347,W STATE ST/ M. L. K. JR ST,MARTIN LUTHER KING JR ST/79/96,600,600 Blk W State St,S MEADOW ST,S FULTON ST,3,Two-way,Sidewalks adjacent to both sides of the street,48,48,66,NO,Minor Arterial,NONE,CITY ST,584.956124647801,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,YES,1887 (Dewitt) BKPG 131-117,5,413,241.244024526764
348,DRYDEN RD, ,100,100 Blk Dryden Rd.,COLLEGE AVE,EDDY ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,0,NO,Minor Arterial,NONE,CITY ST,682.979135777085,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1891 BKPG 135-384,2,414,281.87996883693
349,DRYDEN RD,NYS STATE ROUTE 366,600,600 Blk Dryden Rd.,ITHACA RD,HOY RD,2,Two-way,Sidewalks adjacent to the west side of the street only,25,25,49.5,YES,Minor Arterial,,CITY ST,875.757952207088,Surface Treated,,NO,CITYST,NYSRteCityPaves,YES,,0,415,362.216033161845
350,HOY RD, ,100,100 Blk Hoy Rd.,CAMPUS RD,STATE ROUTE 366,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,0,0,0,NO,NA,NONE,CU,108.736074580378,,,NO,CU,NONE,NO,,0,,838.693235691451
351,DRYDEN RD,NYS STATE ROUTE 366,ToCityLimit,600 Blk Dryden Rd.,HOY RD,CITY TOWN LINE,2,Two-way,Sidewalks adjacent to the north side of the street only,30,30,0,YES,Minor Arterial,,CITY ST,417.57618567833,Surface Treated,"Curbed, Granite",NO,CITYST,NYSRteCityPaves,YES,,0,417,172.270177988334
352,MITCHELL ST,NYS STATE ROUTE 366,300,300 Blk Mitchell St.,ITHACA RD,DELAWARE AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,YES,Minor Arterial, ,CITY ST,387.763078219321,Surface Treated,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,421,159.921833630667
353,MITCHELL ST, ,400,400 Blk Mitchell St.,ELMWOOD AVE,ITHACA RD,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,49.5,NO,Collector,NONE,CITY ST,841.29076350715,Surface Treated,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,422,347.041031123256
354,ITHACA RD,NYS STATE ROUTE 366,100,100 Blk Ithaca Rd.,MITCHELL ST,BRYANT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,YES,Minor Arterial, ,CITY ST,743.734169670498,Surface Treated,,FIRE,CITYST,NYSRteCityPaves,YES,1912 BKPG 178-530,2,423,307.337115131919
355,IRVING PL, ,100,100 Blk Irving Pl.,ITHACA RD,BRYANT AVE,2,Two-way,Sidewalks adjacent to the west side of the street only,24,24,50,NO,Local Road,NONE,CITY ST,309.771566503792,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,424,128.121252100914
356,ITHACA RD,NYS STATE ROUTE 366,300,300 Blk Ithaca Rd.,ELMWOOD AVE,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,YES,Minor Arterial, ,CITY ST,711.974162563599,Surface Treated,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1912 BKPG 178-530,2,425,294.434467157626
357,DRYDEN RD, ,200-300,200-300 Blk Dryden Rd.,BRYANT AVE,LINDEN AVE,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,50,NO,Minor Arterial,NONE,CITY ST,161.241201116183,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,2,426,66.5122580830739
358,DRYDEN RD, ,500,500 Blk Dryden Rd.,ITHACA RD,FAIRMOUNT AVE,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,50,NO,Minor Arterial,NONE,CITY ST,724.604204483511,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,Unknown,2,427,298.842329588472
359,OAK AVE EB LANE, ,100,100 Blk Oak Ave.,COLLEGE AVE,OAK AVE,1,One-way,Sidewalks adjacent to both sides of the street,20,20,0,NO,Local Road,NONE,CITY ST,51.2569166716818,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,,2,428,21.1830743474861
360,COLLEGE AVE, ,400,400 Blk College Ave.,DRYDEN RD,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,38,38,60,NO,Local Road,NONE,CITY ST,399.882742427049,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,,2,429,165.524336552902
361,OAK AVE WB LANE, ,LANE,100 Blk Oak Ave.,OAK AVE,COLLEGE AVE,1,One-way,Sidewalks adjacent to both sides of the street,20,20,0,NO,Local Road,NONE,CITY ST,85.2185139705628,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,,2,431,35.2025727942283
362,COLLEGE AVE, ,400,400 Blk College Ave.,OAK AVE,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,NA,NONE,CU,37.7981188149946,,,FIRE,CU,NONE,NO,,0,,15.6435825551043
363,COLLEGE AVE, ,300,300 Blk College Ave.,CATHERINE ST,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,50,NO,Minor Arterial,NONE,CITY ST,476.243063281868,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1899 BKPG 153-177,2,433,197.131862425679
364,COOK ST, ,100,100 Blk Cook St.,COLLEGE AVE,BLAIR ST,1,One-way,Sidewalks adjacent to both sides of the street,12.5,12.5,26,NO,Local Road,NONE,CITY ST,210.297630404384,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1908 BKPG 169-89,2,434,86.7353627421553
365,EDDY ST, ,100,100 Blk Eddy St.,E STATE ST/M.L.K. JR ST,COOK ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Collector,NONE,CITY ST,561.010371266801,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,435,232.212017499949
366,E BUFFALO ST, ,400,400 Blk E Buffalo St.,SCHUYLER PL,PARKER ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,547.667659737372,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,436,225.872006225328
367,E BUFFALO ST, ,500,500 Blk E Buffalo St.,STEWART AVE,SCHUYLER PL,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,644.638988148032,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,437,265.865667322262
368,E BUFFALO ST, ,700,700 Blk E Buffalo St.,EDDY ST,N QUARRY ST,2,Two-way,Sidewalks adjacent to both sides of the street,24,24,66,NO,Minor Arterial,NONE,CITY ST,319.720764754479,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,2,438,131.861482906322
369,E BUFFALO ST, ,300,300 Blk E Buffalo St.,PARKER ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,405.595246383455,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,439,167.277573452143
370,E BUFFALO ST, ,200,200 Blk E Buffalo St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,315.690530254784,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,440,130.198561029786
371,E BUFFALO ST, ,100,100 Blk E Buffalo St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,595.404507625475,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,441,245.559228927988
372,W BUFFALO ST, ,100,100 Blk W Buffalo St.,N CAYUGA ST,N GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,464.634720809652,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,442,191.626540240743
373,W BUFFALO ST,NYS STATE ROUTE 96,600,600 Blk W Buffalo St.,N MEADOW ST,N FULTON ST,3,Two-way,Sidewalks adjacent to both sides of the street,36.8,36.8,66,YES,Minor Arterial, ,NYS DOT,598.268644292401,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,1887 (Dewitt) BKPG 131-117,5,443,246.740020645166
374,W BUFFALO ST, ,500,500 Blk W Buffalo St.,WASHINGTON ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Minor Arterial,NONE,CITY ST,464.601681878151,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,444,191.612648819251
375,W BUFFALO ST, ,400,400 Blk W Buffalo St.,N PLAIN ST,PARK PL,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,463.631894758835,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,445,191.212715628182
376,W BUFFALO ST, ,300,300 Blk W Buffalo St.,N ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,595.445574137255,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,446,245.57600827412
377,W BUFFALO ST, ,200,200 Blk W Buffalo St.,N GENEVA ST,N ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,66,NO,Minor Arterial,NONE,CITY ST,266.183299512779,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,447,109.780449725827
378,W BUFFALO ST,NYS STATE ROUTE 96,700,700 Blk W Buffalo St.,CAYUGA INLET,TAUGHANNOCK BLVD,4,Two-way,Sidewalks adjacent to both sides of the street,48,48,0,YES,Minor Arterial, ,NYS DOT,98.2704383912064,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,448,40.5288009061193
379,W BUFFALO ST,NYS STATE ROUTE 96,,700 Blk W Buffalo St.,SIXMILE CREEK,SIXMILE CREEK,4,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,YES,Minor Arterial, ,NYS DOT,158.491338366337,,,FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,449,65.3651769143301
380,W BUFFALO ST BRIDGE,NYS STATE ROUTE 96,,800 Blk W Buffalo St.,CAYUGA INLET,CAYUGA INLET,3,Two-way,Sidewalks adjacent to the north side of the street only,0,0,0,YES,Minor Arterial, ,NYS DOT,279.067683149857,,,FIRE,DOTBRG,NYSMillPveCityReprs,YES,,5,450,115.239325662
381,W BUFFALO ST,NYS STATE ROUTE 96,800,800 Blk W Buffalo St.,TAUGHANNOCK BLVD,FLOOD CONTROL CHANNEL,4,Two-way,Sidewalks adjacent to both sides of the street,48,48,0,YES,Minor Arterial, ,NYS DOT,469.688859202236,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,,5,451,193.717561101483
382,FLORAL AVE,NYS STATE ROUTE 13A,400,400 Blk Floral Ave.,CITY LINE,WEST DRIVEWAY #390,2,Two-way,No sidewalks adjacent to the street,24,24,50,YES,Minor Arterial,ALL CITY,CITY ST,1426.61887502694,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,"Part - 1887 (Dewitt), Part - unknown BKPG 131-117",5,452,589.342283982128
383,W CLINTON ST,NYS STATE ROUTE 96B,100,100 Blk W Clinton St.,S CAYUGA ST,S GENEVA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,YES,Minor Arterial,ALL CITY,CITY ST,464.950876567957,Asphalt,"Curbed, Concrete",FIRE,CITYST,NYSRteCityPaves,YES,1887 (Dewitt) BKPG 131-117,3,453,191.743978178908
384,PROSPECT ST,TERRACE HILL/96B,100,100 Blk Prospect St.,S AURORA ST,E SPENCER ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,49.5,YES,Minor Arterial, ,CITY ST,609.377641367556,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,454,251.489740847271
385,S AURORA ST,NYS STATE ROUTE 96B,300,300 Blk S Aurora St.,PLEASANT ST,PROSPECT ST,2,Two-way,Sidewalks adjacent to both sides of the street,25,25,0,YES,Minor Arterial, ,CITY ST,338.049053648288,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,455,139.920667039268
386,S AURORA ST,NYS STATE ROUTE 96B,400,400 Blk S Aurora St.,COLUMBIA ST,PLEASANT ST,2,Two-way,Sidewalks adjacent to both sides of the street,25,25,0,YES,Minor Arterial, ,CITY ST,320.063208012207,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,456,132.473878279102
387,S AURORA ST,NYS STATE ROUTE 96B,500,500 Blk S Aurora St.,HILLVIEW PL,COLUMBIA ST,2,Two-way,Sidewalks adjacent to both sides of the street,25,25,0,YES,Minor Arterial, ,CITY ST,338.16298463651,Asphalt,"Curbed, Granite",FIRE,CITYST,NYSRteCityPaves,YES,Unknown,4,457,139.963319977785
388,S AURORA ST, ,100-200,100-200 Blk S Aurora St.,PROSPECT ST,BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,0,NO,Minor Arterial,NONE,CITY ST,381.541964241324,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Unknown,4,458,157.887504541911
389,N AURORA ST, ,100,100 Blk N Aurora St.,E STATE ST,E SENECA ST,2,One-way,Sidewalks adjacent to both sides of the street,40,40,66,NO,Minor Arterial,NONE,CITY ST,315.249027150908,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,459,130.488808719178
